Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
Poder Ejecutivo,ANESHUARELY AMARANDE RIOJAS OROZCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANESHUARELY_AMARANDE_RIOJAS_OROZCO_54825.pdf
Poder Ejecutivo,ANTONIO AGUILAR CORREA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_AGUILAR_CORREA_52205.pdf
Poder Legislativo,JOSE BENJAMIN AQUINO MORENO,
Poder Ejecutivo,JOACIM BARRIENTOS ZAMUDIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOACIM_BARRIENTOS_ZAMUDIO_52709.pdf
Poder Ejecutivo,JOSUE RAFAEL ESPINOSA LEE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSUE_RAFAEL_ESPINOSA_LEE_52951.pdf
Poder Judicial,ALONSO FLORES CERDA,
"Poder Judicial, Poder Legislativo",MARCOS EMILIO GARCIA ALONSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCOS_EMILIO_GARCIA_ALONSO_53388.pdf
Poder Judicial,JUAN CARLOS GARCIA CAMPOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_GARCIA_CAMPOS_53576.pdf
En Funciones,OSVALDO CESAR GARCIA ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSVALDO_CESAR_GARCIA_ORTEGA_53596.pdf
Poder Judicial,CESAR MAURICIO LOPEZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_MAURICIO_LOPEZ_RAMIREZ_53951.pdf
Poder Legislativo,SINHUE ANTONIO MORENO FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SINHUE_ANTONIO_MORENO_FLORES_54508.pdf
Poder Judicial,CARLOS ROBERTO ROBLES MEDINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ROBERTO_ROBLES_MEDINA_54476.pdf
"En Funciones, Poder Legislativo",ROBERTO ARIEL RODRIGUEZ VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_ARIEL_RODRIGUEZ_VAZQUEZ_54414.pdf
Poder Legislativo,ALEJANDRO RODRIGUEZ MALPICA ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_RODRIGUEZ_MALPICA_ORTEGA_55162.pdf
Poder Judicial,DAVID OMAR SANTILLAN SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_OMAR_SANTILLAN_SALAZAR_55553.pdf
Poder Judicial,CRISTOBAL RICARDO VAZQUEZ SAHAGUN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CRISTOBAL_RICARDO_VAZQUEZ_SAHAGUN_55367.pdf
Poder Ejecutivo,TESSY DEL ROCIO COVARRUBIAS TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TESSY_DEL_ROCIO_COVARRUBIAS_TORRES_52925.pdf
Poder Legislativo,LILIANA GATICA CALDERON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIANA_GATICA_CALDERON_53159.pdf
Poder Judicial,ERIKA GONZALEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIKA_GONZALEZ_HERNANDEZ_53095.pdf
Poder Ejecutivo,GUADALUPE GONZALEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_GONZALEZ_HERNANDEZ_53740.pdf
Poder Ejecutivo,MARIA DEL ROSARIO MARTINEZ MEDINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_ROSARIO_MARTINEZ_MEDINA_53752.pdf
Poder Legislativo,BEATRIZ MATIAS GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BEATRIZ_MATIAS_GARCIA_54329.pdf
En Funciones,ARACELI PALACIOS DUQUE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARACELI_PALACIOS_DUQUE_54514.pdf
Poder Judicial,LILIA ADRIANA PORRAS NOGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIA_ADRIANA_PORRAS_NOGUEZ_54705.pdf
Poder Ejecutivo,EMMA RODRIGUEZ ALBAVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EMMA_RODRIGUEZ_ALBAVERA_54397.pdf
Poder Judicial,JESSICA ROMERO BUTRON,
Poder Judicial,JUAN ALFREDO BUENDIA RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_ALFREDO_BUENDIA_RODRIGUEZ_52296.pdf
Poder Legislativo,ALEJANDRO DEL RIO PRIEDE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_DEL_RIO_PRIEDE_52734.pdf
Poder Legislativo,EMILIO ROMAN EGEA ESQUIVEL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EMILIO_ROMAN_EGEA_ESQUIVEL_52979.pdf
Poder Judicial,JOSE DAVID GONZALEZ CAMACHO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_DAVID_GONZALEZ_CAMACHO_53364.pdf
En Funciones,YAMIN FRANCISCO GONZALEZ MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YAMIN_FRANCISCO_GONZALEZ_MENDOZA_53363.pdf
En Funciones,EDUARDO LEON SANDOVAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_LEON_SANDOVAL_53961.pdf
"Poder Judicial, Poder Legislativo",JOSE ALFREDO LOPEZ MEJIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALFREDO_LOPEZ_MEJIA_53973.pdf
Poder Ejecutivo,JOSE ANTONIO MARTINEZ ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_MARTINEZ_ALVARADO_54254.pdf
Poder Ejecutivo,RICARDO NAVA FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_NAVA_FLORES_54555.pdf
Poder Judicial,MARCOS ARTURO ORTIZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCOS_ARTURO_ORTIZ_HERNANDEZ_54200.pdf
En Funciones,OMAR ALONSO ORTIZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_ALONSO_ORTIZ_SANCHEZ_54198.pdf
Poder Ejecutivo,OMAR RODRIGUEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_RODRIGUEZ_LOPEZ_55273.pdf
Poder Ejecutivo,MARCO ANTONIO ROJO OLAVARRIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_ROJO_OLAVARRIA_54725.pdf
Poder Ejecutivo,JOSE LUIS SALCEDO CARBAJAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_SALCEDO_CARBAJAL_55515.pdf
Poder Judicial,OSCAR ALEXANDROS TSOLAKIS VAZQUEZ,
Poder Legislativo,MIGUEL VELAZQUEZ MENDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_VELAZQUEZ_MENDEZ_55117.pdf
Poder Legislativo,ALEJANDRA BELMONTE VELEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRA_BELMONTE_VELEZ_52442.pdf
Poder Ejecutivo,SELENE ISELA CAMPOS LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SELENE_ISELA_CAMPOS_LOPEZ_52564.pdf
Poder Legislativo,BEATRIZ GUADALUPE CASTRO MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BEATRIZ_GUADALUPE_CASTRO_MENDOZA_52514.pdf
Poder Ejecutivo,ELIANA DAMIAN GASPAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIANA_DAMIAN_GASPAR_52551.pdf
Poder Judicial,GRACIELA JOSEFINA GARCIA MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRACIELA_JOSEFINA_GARCIA_MORALES_53457.pdf
Poder Ejecutivo,GIOVANNA UMELIA GARRIDO MARQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GIOVANNA_UMELIA_GARRIDO_MARQUEZ_53117.pdf
Poder Judicial,JEANEE LIZBETH LOPEZ XOLALPA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JEANEE_LIZBETH_LOPEZ_XOLALPA_53611.pdf
Poder Judicial,ALEJANDRA LOYA GUERRERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRA_LOYA_GUERRERO_53922.pdf
Poder Ejecutivo,MARIA ELENA LUGO DEL CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ELENA_LUGO_DEL_CASTILLO_53827.pdf
Poder Ejecutivo,LAURA NALLELY NAVARRETE RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_NALLELY_NAVARRETE_RODRIGUEZ_54588.pdf
Poder Judicial,ESTEPHANNY ESPERANZA QUINTERO TREJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ESTEPHANNY_ESPERANZA_QUINTERO_TREJO_55174.pdf
Poder Ejecutivo,VALERIA RUIZ ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VALERIA_RUIZ_ORTEGA_54625.pdf
Poder Legislativo,SILVIA TORRES ALONSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SILVIA_TORRES_ALONSO_54927.pdf
Poder Ejecutivo,MYRIAM HORTENSIA VAZQUEZ BELTRAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MYRIAM_HORTENSIA_VAZQUEZ_BELTRAN_55537.pdf
Poder Judicial,FERNANDO COBOS GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FERNANDO_COBOS_GONZALEZ_52957.pdf
Poder Judicial,OSCAR FLORES PATIÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSCAR_FLORES_PATIÑO_52908.pdf
Poder Ejecutivo,RICARDO GONZALEZ MOLINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_GONZALEZ_MOLINA_54020.pdf
"Poder Ejecutivo, Poder Judicial",JESUS EDUARDO MONTES SOLANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_EDUARDO_MONTES_SOLANO_53990.pdf
Poder Legislativo,JOSE MANUEL OZUNA RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_MANUEL_OZUNA_RAMIREZ_54882.pdf
En Funciones,MANUEL VICTOR RACINE SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_VICTOR_RACINE_SALAZAR_55184.pdf
"Poder Judicial, Poder Legislativo",OZIEL ROSAS GUARNEROS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OZIEL_ROSAS_GUARNEROS_55145.pdf
Poder Legislativo,JOSE LUIS RUIZ PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_RUIZ_PEREZ_54386.pdf
Poder Legislativo,ISRAEL ROBERTO SANCHEZ GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISRAEL_ROBERTO_SANCHEZ_GOMEZ_54910.pdf
En Funciones,JULIO VEREDIN SENA VELAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_VEREDIN_SENA_VELAZQUEZ_55090.pdf
Poder Ejecutivo,DIANA LETICIA AMAYA CORTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_LETICIA_AMAYA_CORTES_52158.pdf
Poder Legislativo,KARLA MARA CEREZO GRANCIANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_MARA_CEREZO_GRANCIANO_53192.pdf
Poder Legislativo,PAULINA KUNTI GARDUÑO VILCHIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAULINA_KUNTI_GARDUÑO_VILCHIS_53113.pdf
"En Funciones, Poder Legislativo",YARA ISABEL GOMEZ BRISEÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YARA_ISABEL_GOMEZ_BRISEÑO_53081.pdf
Poder Judicial,ALMA KARINA GUEVARA ESPINOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_KARINA_GUEVARA_ESPINOZA_53337.pdf
Poder Legislativo,MELVA IDALIA PRIEGO JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MELVA_IDALIA_PRIEGO_JIMENEZ_54709.pdf
Poder Legislativo,KARLA VIANNEY SALGADO PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_VIANNEY_SALGADO_PEREZ_55595.pdf
Poder Ejecutivo,GABRIELA SANDOVAL SAAVEDRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_SANDOVAL_SAAVEDRA_55287.pdf
Poder Judicial,DIANA VIANEY TORRES JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_VIANEY_TORRES_JIMENEZ_55282.pdf
Poder Legislativo,ADRIANA JUDITH URIBE VIDAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_JUDITH_URIBE_VIDAL_55529.pdf
Poder Ejecutivo,MIGUEL ANDRES MARQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANDRES_MARQUEZ_52172.pdf
Poder Ejecutivo,CARLOS ALBERTO ARELLANO FUENTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ALBERTO_ARELLANO_FUENTES_52299.pdf
Poder Legislativo,AYAM ELOANI BAUTISTA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AYAM_ELOANI_BAUTISTA_GARCIA_52433.pdf
"Poder Ejecutivo, Poder Legislativo",YASSER CABALLERO MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YASSER_CABALLERO_MARTINEZ_52786.pdf
Poder Judicial,JOSE LUIS CASTELLON SOSA,
Poder Ejecutivo,ERNESTO SINUHE CASTILLO TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERNESTO_SINUHE_CASTILLO_TORRES_52648.pdf
Poder Ejecutivo,FERNANDO FLORES CASTELLANOS GOMEZ BENNETTS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FERNANDO_FLORES_CASTELLANOS_GOMEZ_BENNETTS_53214.pdf
Poder Judicial,JONATHAN ARTURO GARCIA LARA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JONATHAN_ARTURO_GARCIA_LARA_53575.pdf
"Poder Ejecutivo, Poder Legislativo",JORGE ENRIQUE GASPAR CANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ENRIQUE_GASPAR_CANO_53201.pdf
Poder Legislativo,JORGE YUSSEL GONZALEZ LEON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_YUSSEL_GONZALEZ_LEON_53489.pdf
Poder Judicial,AXEL LARA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AXEL_LARA_LOPEZ_53775.pdf
En Funciones,ARTURO MEDEL CASQUERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_MEDEL_CASQUERA_53974.pdf
Poder Legislativo,JOSE MANUEL RUIZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_MANUEL_RUIZ_RAMIREZ_54385.pdf
"Poder Judicial, Poder Legislativo",JOSE IGNACIO SALINAS DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_IGNACIO_SALINAS_DIAZ_55332.pdf
Poder Ejecutivo,MANUEL VIZCARRA NUÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_VIZCARRA_NUÑEZ_55533.pdf
Poder Legislativo,JENIFER SUJEY AYALA PIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JENIFER_SUJEY_AYALA_PIO_52574.pdf
Poder Legislativo,LUZ GABRIELA BAIZA DURAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUZ_GABRIELA_BAIZA_DURAN_52635.pdf
Poder Legislativo,SARA CAMACHO GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SARA_CAMACHO_GOMEZ_52522.pdf
Poder Legislativo,EMMA CRISTINA CARLOS AVALOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EMMA_CRISTINA_CARLOS_AVALOS_52493.pdf
Poder Legislativo,JUANA FERIA PASCUAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUANA_FERIA_PASCUAL_53050.pdf
Poder Ejecutivo,LUZ MARIA FLORES ALVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUZ_MARIA_FLORES_ALVA_52889.pdf
Poder Legislativo,ELIZABETH GUZMAN RESILLAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIZABETH_GUZMAN_RESILLAS_53527.pdf
Poder Legislativo,ANILU LEAL ENRIQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANILU_LEAL_ENRIQUEZ_53818.pdf
"En Funciones, Poder Ejecutivo",MILENE MONTERO ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MILENE_MONTERO_ALVAREZ_53995.pdf
Poder Legislativo,YARINCA MARIA OLMOS ROQUE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YARINCA_MARIA_OLMOS_ROQUE_54869.pdf
Poder Legislativo,ALETZA VANESSA RIOFRIO MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALETZA_VANESSA_RIOFRIO_MARTINEZ_55307.pdf
Poder Legislativo,ROSALBA ROSILES EXKIWS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSALBA_ROSILES_EXKIWS_54937.pdf
Poder Legislativo,BLANCA THALIA VEGA DE ALVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BLANCA_THALIA_VEGA_DE_ALVA_55492.pdf
Poder Legislativo,ALMENDRA LUMINITA VELAZQUEZ TOLENTINO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMENDRA_LUMINITA_VELAZQUEZ_TOLENTINO_55398.pdf
Poder Legislativo,NORMA VERA ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORMA_VERA_ORTEGA_55494.pdf
Poder Ejecutivo,ARTURO ARELLANO LASTRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_ARELLANO_LASTRA_52363.pdf
"Poder Judicial, Poder Legislativo",JORGE ALEJANDRO CARRILLO BAÑUELOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ALEJANDRO_CARRILLO_BAÑUELOS_52491.pdf
"Poder Ejecutivo, Poder Judicial",ERIK CASTRO SALAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIK_CASTRO_SALAS_52590.pdf
Poder Ejecutivo,ADOLFO CHRISTIAN CASTRO SOLIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADOLFO_CHRISTIAN_CASTRO_SOLIS_52511.pdf
Poder Judicial,JUAN CARLOS DIAZ Y FUENTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_DIAZ_Y_FUENTES_52993.pdf
Poder Ejecutivo,RICARDO FLORES DELGADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_FLORES_DELGADO_52991.pdf
Poder Judicial,JORGE ENRIQUE GOMEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ENRIQUE_GOMEZ_SANCHEZ_53182.pdf
Poder Legislativo,JOSE ENRIQUE GONZALEZ DOURIET,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ENRIQUE_GONZALEZ_DOURIET_53488.pdf
"En Funciones, Poder Judicial, Poder Legislativo",CESAR ROBERTO HERNANDEZ AGUILAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_ROBERTO_HERNANDEZ_AGUILAR_53394.pdf
Poder Judicial,ALEJANDRO XIUHEL LOPEZ JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_XIUHEL_LOPEZ_JUAREZ_54163.pdf
Poder Legislativo,GERARDO MEDINA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_MEDINA_GARCIA_53978.pdf
Poder Ejecutivo,ERASMO WILLEBALDO MORA CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERASMO_WILLEBALDO_MORA_CHAVEZ_54362.pdf
Poder Judicial,LUIS MANUEL OLIVARES GALICIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_MANUEL_OLIVARES_GALICIA_54063.pdf
Poder Legislativo,MARIO RAMIREZ TOPETE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIO_RAMIREZ_TOPETE_55134.pdf
Poder Judicial,DAVID RAMOS BAUTISTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_RAMOS_BAUTISTA_55111.pdf
Poder Legislativo,EDUARDO SALAS TREJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_SALAS_TREJO_55412.pdf
Poder Legislativo,CARLOS SAN MIGUEL IBAÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_SAN_MIGUEL_IBAÑEZ_55369.pdf
Poder Legislativo,ALFREDO SERRANO NOLASCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFREDO_SERRANO_NOLASCO_55102.pdf
Poder Legislativo,JOSE GUADALUPE TORRES CARRILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_GUADALUPE_TORRES_CARRILLO_55057.pdf
Poder Legislativo,IVAN YEEKON MENDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_YEEKON_MENDEZ_55393.pdf
Poder Legislativo,CAROL DANIELA ACEVAL CARMONA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CAROL_DANIELA_ACEVAL_CARMONA_52179.pdf
En Funciones,ELSA FANNY ALEMAN VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELSA_FANNY_ALEMAN_VAZQUEZ_52227.pdf
Poder Legislativo,BLANCA ESTHER ARGUETA GARFIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BLANCA_ESTHER_ARGUETA_GARFIAS_52307.pdf
Poder Legislativo,LUCY ROCIO DURAN BONIFAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUCY_ROCIO_DURAN_BONIFAZ_52860.pdf
Poder Ejecutivo,LYNDA MARGARITA ESCOBAR AÑORVE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LYNDA_MARGARITA_ESCOBAR_AÑORVE_53141.pdf
Poder Legislativo,ALEJANDRA FLORES DELGADILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRA_FLORES_DELGADILLO_53156.pdf
Poder Legislativo,DULCE ANAHI GARCIA CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DULCE_ANAHI_GARCIA_CASTILLO_53223.pdf
Poder Legislativo,SANDRA JAZIBEL GONZALEZ REYNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANDRA_JAZIBEL_GONZALEZ_REYNA_53092.pdf
"Poder Ejecutivo, Poder Legislativo",CARLA JIMENEZ JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLA_JIMENEZ_JUAREZ_53322.pdf
Poder Legislativo,SANDRA PAOLA MORALES FERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANDRA_PAOLA_MORALES_FERNANDEZ_54250.pdf
Poder Legislativo,MARISELA NOGUERON MARTINEZ,
Poder Legislativo,ALMA ELENA RUEDA RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_ELENA_RUEDA_RODRIGUEZ_55242.pdf
Poder Legislativo,BERTHA ITZEL SALAS FUENTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BERTHA_ITZEL_SALAS_FUENTES_55411.pdf
Poder Judicial,PATRICIA SANDRA VAZQUEZ PADILLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_SANDRA_VAZQUEZ_PADILLA_55363.pdf
Poder Judicial,GRICELDA ESBEYDA VENCES SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRICELDA_ESBEYDA_VENCES_SANCHEZ_55080.pdf
Poder Ejecutivo,ANGELA ZAMORANO HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGELA_ZAMORANO_HERRERA_54774.pdf
Poder Legislativo,PABLO CABALLERO AMOORE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PABLO_CABALLERO_AMOORE_52466.pdf
Poder Legislativo,JOSE DE JESUS CARMONA ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_DE_JESUS_CARMONA_ORTIZ_52716.pdf
Poder Legislativo,JORGE ALBERTO CHAVEZ AVALOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ALBERTO_CHAVEZ_AVALOS_52764.pdf
Poder Judicial,CESAR DAVID CHIMAL LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_DAVID_CHIMAL_LOPEZ_53015.pdf
Poder Legislativo,MIGUEL ALEJANDRO CRUZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ALEJANDRO_CRUZ_RAMIREZ_52667.pdf
Poder Ejecutivo,FRANCISCO JAVIER CUREÑO SURIANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_JAVIER_CUREÑO_SURIANO_52548.pdf
"Poder Ejecutivo, Poder Judicial",HERACLEO ESCOBAR BERNAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HERACLEO_ESCOBAR_BERNAL_53145.pdf
Poder Legislativo,BENJAMIN GARCIA AGUIRRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BENJAMIN_GARCIA_AGUIRRE_53387.pdf
